,fecha,idPuntoMuestreo,Temperatura C°,Potencial de Hidrogeno,Oxigeno Disuelto,Conductividad,Turbiedad,Alcalinidad total,Cloralos totales,Dureza Total,Floruros,Nitrogeno de Nitratos,Nitrogeno de NUtritos,Nitrogeno Amoniacal,Nitrogeno Total,14.0,Sustancias Activas de Azul metileno,Demanda Bioquimica de oxigeno,Demanda Química de oxígeno,Grasas y aceites,Fosforo Total,Solidos suspendidos totales,Solidos Disueltos,Solidos sedimentales,Sulfuros,Aluminio,Arsenico,Bario,Cadmio,Cobre,Cromo,Fierro,Magnesio,Mercurio,Niquel,Plomo,Sodio,Zinc,Coliformes fecales,Coliformes totales,39.0,Temperatura ambiente C°,Acidez Total,Dureza del calcio,Solidos totales,Nitrogeno total
538,2013-04-09,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
539,2013-04-09,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,2013-04-09,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,2013-04-09,11.0,24.8,8.02,0.12,1667.0,75.0,756.88,85.27,291.48,1.59,0.18,0.01,5.91,7.05,50.42,7.24,76.05,242.9,0.0,5.12,57.0,967.0,0.1,22.08,0.2526,0.0044,0.0087,0.0,0.304,0.0,0.187,0.393,0.00084,0.12,0.0144,165.6,0.081,930000.0,430000.0,1.0,34.2,0.0,0.0,1024.0,7.23
542,2013-04-09,12.0,26.7,7.75,4.47,1630.0,7.3,409.74,127.78,279.21,1.68,1.61,0.764,0.66,0.9,169.1,0.26,6.78,36.72,0.0,3.62,21.0,1081.0,0.1,0.93,0.1447,0.0045,0.0071,0.0,0.304,0.0,0.183,0.177,0.00107,0.12,0.0213,190.2,0.104,2400000.0,430000.0,1.0,36.0,0.0,0.0,1102.0,3.274
543,2013-04-09,13.0,23.6,8.16,1.34,1210.0,40.0,411.78,70.97,275.05,1.52,0.19,0.01,0.52,0.57,113.56,0.19,2.94,39.66,0.0,0.54,43.0,784.0,0.1,22.08,0.4439,0.0042,0.1754,0.0,0.304,0.0,0.802,0.393,0.0008,0.12,0.073,134.4,0.272,15000.0,15000.0,1.0,19.4,0.0,0.0,827.0,0.76
544,2013-04-10,5.0,22.9,7.79,2.21,1460.0,7.7,435.19,108.35,278.61,1.58,1.77,0.105,1.07,3.94,153.19,1.14,49.29,49.2,55.54,4.37,13.0,980.0,1.2,0.34,0.2733,0.0029,0.0093,0.02746,0.189,0.052,0.226,0.116,0.00085,,0.0552,190.0,0.039,460000.0,150000.0,0.0,36.8,,,993.0,5.815
545,2013-04-10,6.0,22.0,8.38,7.86,1472.0,4.0,431.63,110.97,281.78,1.68,2.41,0.126,1.32,3.69,148.5,0.22,44.06,44.06,55.54,3.84,14.0,1000.0,1.2,0.34,0.0802,0.0046,0.0079,0.02746,0.189,0.052,0.182,0.071,0.00077,,0.0552,187.8,0.031,1100000.0,1100000.0,0.0,30.0,,,1014.0,6.226
546,2013-04-10,7.0,24.6,7.69,0.25,1706.0,120.0,532.92,136.14,228.35,1.58,0.13,0.01,31.26,44.28,116.71,9.0,499.93,499.93,55.54,6.28,228.0,944.0,0.1,4.28,0.9666,0.0044,0.0085,0.02746,0.189,0.052,0.984,0.155,0.0009,,0.0552,196.8,0.301,11000000.0,2100000.0,0.0,39.8,,,1172.0,44.41
547,2013-04-10,8.0,22.6,7.86,4.08,1588.0,33.0,472.35,118.28,273.07,1.74,0.17,0.096,13.45,18.38,145.82,0.77,162.35,162.35,55.54,4.36,96.0,967.0,1.2,0.93,0.5671,0.004,0.0101,0.01353,0.189,0.052,1.488,0.159,0.00102,,0.0552,189.8,0.123,240000.0,93000.0,0.0,24.8,,,1063.0,18.646
548,2013-04-11,9.0,23.1,7.68,3.69,1109.0,34.0,351.21,75.86,248.34,1.4,0.11,0.01,14.11,17.15,80.5,0.5,8.94,44.06,,4.51,6.0,685.0,,0.54,0.0431,0.0047,0.0063,,,,0.108,0.256,0.00055,,0.0054,130.0,0.035,70.0,40.0,0.0,37.5,,,685.0,17.15
549,2013-04-11,10.0,25.5,8.01,7.11,466.0,2.0,148.12,23.99,292.27,0.94,0.54,0.058,0.52,1.15,42.21,0.19,2.2,16.16,,0.77,6.0,336.0,,0.54,0.0579,0.0038,0.0063,,,,0.072,0.256,0.00106,,0.011,47.4,0.207,150.0,40.0,0.0,30.4,,,336.0,1.748
550,2013-05-14,1.0,22.2,8.67,3.74,1230.0,100.0,447.72,80.69,180.2,1.68,0.18,0.01,2.38,3.28,132.29,0.19,3.65,64.28,95.0,1.16,163.0,841.0,1.4,0.34,4.2416,0.0087,0.0189,0.06033,0.061,,5.613,0.157,0.00147,,,153.9,0.043,930.0,430.0,1.0,24.2,,,1004.0,3.46
551,2013-05-14,2.0,21.1,7.52,1.1,1272.0,7.0,473.72,83.69,242.24,1.49,0.14,0.016,1.64,2.71,129.04,0.19,3.68,53.57,95.0,1.21,12.0,906.0,1.4,6.44,0.4318,0.0072,0.0161,0.06033,0.061,,0.119,0.118,0.00147,,,157.0,0.035,750.0,750.0,0.0,26.2,,,918.0,2.866
552,2013-05-14,3.0,23.6,7.41,3.04,1496.0,2.9,475.8,107.19,261.83,1.54,0.13,0.01,1.56,3.03,200.0,0.19,2.76,49.28,11.63,1.25,11.0,1043.0,1.4,0.93,0.393,0.0061,0.0121,0.06033,0.061,,0.079,0.124,0.00147,,,177.4,0.264,1500.0,930.0,1.0,29.1,,,1054.0,3.03
553,2013-05-14,4.0,23.5,7.86,5.21,1390.0,2.0,475.28,98.62,257.55,1.51,0.13,0.094,1.07,3.2,165.45,0.19,2.03,37.85,95.0,1.8,9.0,950.0,1.4,0.54,0.1367,0.0061,0.0134,0.06033,0.061,,0.105,0.166,0.00147,,,163.4,0.23,750.0,430.0,0.0,30.06,,,959.0,3.294
554,2013-05-14,5.0,24.9,7.81,5.07,1243.0,2.9,486.72,96.32,273.87,1.55,0.16,0.68,1.23,1.8,155.99,0.19,2.54,42.85,95.0,2.13,7.0,956.0,1.4,0.34,0.3651,0.0052,0.0115,0.06033,0.061,,0.144,0.162,0.00147,,,168.1,0.456,1500.0,1500.0,0.0,30.7,,,963.0,2.64
555,2013-05-14,6.0,24.9,8.03,2.27,1260.0,3.4,483.08,100.97,304.69,1.55,0.14,0.253,1.06,1.72,163.84,0.55,10.28,53.57,95.0,2.84,6.0,984.0,1.4,0.14,0.5618,0.0052,0.0117,0.06033,0.061,,0.123,0.107,0.00147,,,167.8,0.456,1500.0,1500.0,0.0,36.3,,,984.0,2.113
556,2013-05-14,7.0,24.4,7.81,1.29,1406.0,75.0,522.08,123.69,210.81,1.53,0.21,0.01,7.55,11.16,151.09,6.04,123.3,284.48,22.24,4.13,113.0,969.0,1.4,2.5,0.9817,0.0052,0.0084,0.06033,0.061,,1.12,0.172,0.00124,,,181.0,0.2,1500000.0,1500000.0,0.0,33.1,,,1082.0,11.37
557,2013-05-14,8.0,25.3,7.85,2.83,1218.0,33.0,441.48,100.05,202.24,1.82,0.13,0.01,5.33,6.81,147.49,1.95,62.88,137.79,95.0,4.21,67.0,875.0,0.7,1.13,5.1603,0.0066,0.0079,0.0484,0.061,,1.554,0.175,0.00147,,,158.0,0.156,2800.0,2800.0,0.0,29.6,,,942.0,6.81
558,2013-05-14,9.0,25.9,7.49,4.17,1351.0,30.0,472.16,95.9,218.98,1.51,0.14,0.01,0.98,1.72,101.1,0.49,11.79,55.71,95.0,4.55,59.0,775.0,1.4,1.13,0.3457,0.0042,0.0067,0.06033,0.061,,0.246,0.426,0.00052,,,142.2,0.456,1500000.0,1500000.0,0.0,35.0,,,834.0,1.86
559,2013-05-14,10.0,27.6,7.91,4.72,566.0,2.4,189.8,34.47,72.65,0.98,0.14,0.233,1.23,1.8,53.28,0.19,3.58,26.05,95.0,1.33,8.0,412.0,1.4,0.54,0.2338,0.0045,0.0005,0.06033,0.061,,5.613,0.541,0.00147,,,62.3,0.171,1500000.0,1500000.0,0.0,32.2,,,420.0,2.173
560,2013-05-14,11.0,26.2,7.83,0.05,1704.0,130.0,744.64,88.55,291.43,1.5,0.18,0.022,4.35,6.15,82.82,6.78,85.0,207.86,19.84,4.97,73.0,1012.0,1.4,31.47,0.3674,0.0034,0.0095,0.06033,0.061,,0.173,0.541,0.00147,,,164.3,0.456,930000.0,430000.0,1.0,33.7,,,1085.0,6.352
561,2013-05-14,12.0,25.0,7.96,2.75,1831.0,29.0,455.52,191.99,271.02,1.74,0.14,2.12,1.72,3.36,200.0,0.82,17.16,71.32,95.0,5.51,120.0,1214.0,1.4,31.47,2.3326,0.0053,0.0189,0.06033,0.061,,0.895,0.196,0.00147,,,224.7,0.13,1500.0,1500.0,1.0,34.2,,,1334.0,5.62
562,2013-05-14,13.0,22.1,8.08,0.1,1245.0,39.0,460.2,80.88,241.22,1.52,0.15,0.012,2.87,4.92,119.56,0.19,7.35,50.0,10.81,1.3,36.0,849.0,1.4,6.64,1.3473,0.0085,0.0183,0.06033,0.061,,2.025,0.135,0.00056,,,148.5,0.058,2000.0,1500.0,1.0,21.6,,,885.0,5.082
615,2013-10-08,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,8.44
616,2013-10-08,5.0,25.3,7.37,1.95,730.0,15.0,247.09,41.87,0.0,0.0,0.0,0.0,0.0,4.69,91.88,0.19,8.64,34.72,0.0,2.19,21.0,517.0,0.0,4.88,0.13,0.0,0.0,0.0,0.0,0.0,0.55,0.3,0.00072,0.0,0.0,71.2,0.0,0.0,0.0,0.0,29.3,0.0,0.0,538.0,8.08
617,2013-10-10,1.0,20.8,7.13,4.04,196.7,290.0,83.33,7.65,72.68,0.38,3.82,0.131,0.87,3.01,15.25,0.19,7.08,35.49,0.0,0.93,336.0,169.0,0.0,7.05,0.14,0.0,0.0,0.0,0.05,0.0,6.65,0.24,0.00051,0.0,0.0,10.1,0.17,150000.0,75000.0,0.0,24.3,0.0,0.0,505.0,6.96
618,2013-10-10,2.0,21.9,7.05,3.98,389.0,11.0,162.31,15.44,106.0,0.19,0.0,0.022,1.27,2.9,29.25,0.19,4.02,34.72,0.0,1.11,10.0,288.0,0.0,12.56,0.12,0.0,0.0,0.0,0.05,0.0,0.69,0.24,0.0005,0.0,0.0,22.4,0.0,110000.0,110000.0,0.0,23.5,0.0,0.0,298.0,2.9
619,2013-10-10,3.0,26.8,7.24,6.02,397.0,22.0,158.43,19.27,87.1,0.28,0.14,0.783,1.16,3.07,35.68,0.19,6.21,43.2,23.37,0.96,28.0,303.0,1.1,3.94,0.12,0.01,0.0,0.0,0.05,0.0,0.6,0.14,0.0013,0.0,0.0,28.6,0.17,9300.0,4300.0,0.0,25.6,0.0,0.0,331.0,3.21
620,2013-10-10,4.0,26.4,7.78,5.39,813.0,10.0,271.32,46.19,174.2,0.66,1.32,0.217,4.52,6.9,87.36,0.47,7.88,34.72,23.37,2.34,15.0,531.0,1.1,0.59,0.12,0.01,0.0,0.0,0.05,0.0,0.29,0.17,0.0013,0.0,0.0,74.7,0.17,150000.0,110000.0,0.0,29.0,0.0,0.0,0.0,0.0
621,2013-10-10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.08,0.66,2.63,0.756,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2013-10-10,6.0,24.7,7.83,5.42,651.0,37.0,202.04,36.38,544.44,0.61,4.9,0.512,0.98,2.55,83.55,0.19,7.16,30.09,23.37,2.01,52.0,462.0,1.1,0.59,0.13,0.0,0.0,0.0,0.05,0.0,1.62,0.16,0.0006,0.0,0.0,57.6,0.03,110000.0,110000.0,0.0,29.6,0.0,0.0,514.0,7.96
623,2013-10-10,7.0,25.0,7.63,6.11,412.0,75.0,139.54,17.6,119.45,0.89,3.41,0.345,3.3,5.8,42.8,0.19,9.84,47.83,23.37,1.57,34.0,400.0,0.1,5.04,0.3,0.01,0.0,0.0,0.05,0.0,2.73,0.16,0.0008,0.0,0.0,26.7,0.05,110000.0,46000.0,0.0,30.7,0.0,0.0,434.0,9.55
624,2013-10-10,8.0,25.6,7.28,4.03,704.0,60.0,204.46,43.76,134.45,0.85,2.59,0.783,4.98,9.5,79.91,1.37,52.08,108.21,23.37,2.79,154.0,418.0,1.1,0.55,0.3,0.01,0.0,0.0,0.05,0.0,1.85,0.16,0.0012,0.0,0.0,64.9,0.16,110000.0,110000.0,0.0,28.9,0.0,0.0,572.0,12.87
625,2013-10-10,9.0,25.4,7.5,5.31,299.0,50.0,105.62,11.61,74.63,56.0,0.35,0.071,1.04,2.49,22.84,0.19,3.4,30.09,23.37,0.84,21.0,274.0,1.1,1.93,0.3,0.01,0.0,0.0,0.05,0.0,2.22,0.07,0.0009,0.0,0.0,14.3,0.16,24000.0,9300.0,0.0,34.6,0.0,0.0,295.0,2.91
626,2013-10-10,10.0,29.5,8.47,7.62,539.0,1.9,185.56,30.48,116.14,0.88,0.42,0.076,9.91,2.32,49.46,0.19,1.96,22.37,23.37,1.02,10.0,354.0,1.1,1.93,0.04,0.01,0.0,0.0,0.05,0.0,0.17,3.47,0.0013,0.0,0.0,50.3,0.03,150000.0,110000.0,0.0,28.4,0.0,0.0,364.0,2.82
627,2013-10-10,11.0,26.7,7.56,3.5,765.0,33.0,265.02,42.54,141.86,0.58,4.9,0.783,9.91,13.74,71.0,3.62,39.72,100.65,23.37,3.0,65.0,477.0,1.1,3.15,0.12,0.01,0.0,0.0,0.05,0.0,0.53,3.47,0.0006,0.0,0.0,66.5,0.02,46000.0,46000.0,0.0,30.7,0.0,0.0,542.0,13.74
628,2013-10-10,12.0,26.6,7.77,6.08,959.0,9.4,315.89,49.38,180.05,0.74,0.15,0.177,5.86,7.71,104.97,1.65,11.01,43.2,23.37,1.58,27.0,635.0,0.5,0.98,0.13,0.01,0.0,0.0,0.05,0.0,0.37,0.28,0.0006,0.0,0.0,88.5,0.02,110000.0,46000.0,0.0,29.6,0.0,0.0,662.0,8.04
629,2013-10-10,13.0,20.5,7.09,4.3,196.4,330.0,99.32,7.88,82.23,0.48,3.6,0.13,0.87,3.65,15.61,0.19,9.8,41.66,23.37,0.95,333.0,222.0,0.2,2.56,0.14,0.01,0.0,0.0,0.05,0.0,7.51,0.29,0.0006,0.0,0.0,88.5,0.07,150000.0,110000.0,0.0,24.3,0.0,0.0,555.0,7.38
630,2013-11-07,1.0,22.1,7.38,2.62,294.0,40.0,122.16,11.66,98.87,0.28,1.34,0.771,0.87,2.03,14.75,0.28,5.05,37.38,9.39,0.62,30.0,248.0,7.0,8.21,0.3117,0.0042,0.0079,0.00053,0.491,,1.023,0.091,0.00053,,0.0031,10.1,0.035,150000.0,28000.0,1.0,26.0,,0.0,0.0,0.0
631,2013-11-07,2.0,20.6,6.99,0.92,460.0,3.8,185.32,25.3,116.86,1.0,7.72,0.89,0.87,1.74,44.68,0.19,2.41,38.94,9.39,1.06,94.0,335.0,7.0,8.21,0.0371,0.0042,0.0068,0.00058,0.491,,0.227,0.174,0.00053,,0.0049,28.6,0.039,150000.0,43000.0,1.0,25.9,,0.0,0.0,0.0
632,2013-11-07,3.0,21.8,7.0,2.38,507.0,37.0,177.48,31.47,119.76,0.37,7.72,0.89,0.98,5.68,62.42,0.19,23.52,196.1,9.39,1.82,61.0,430.0,7.0,1.83,0.1267,0.0042,0.0079,0.00102,0.491,,0.398,0.161,0.00053,,0.1403,38.9,0.281,43000.0,23000.0,1.0,31.2,,0.0,0.0,0.0
633,2013-11-07,4.0,23.8,7.63,3.26,887.0,5.6,284.44,51.77,186.51,0.64,1.82,0.414,4.46,7.3,91.75,0.58,7.65,51.2,9.39,1.97,8.0,604.0,7.0,8.21,0.0743,0.0042,0.0063,0.00079,0.116,,0.124,0.174,0.00053,,0.0249,92.9,0.089,210000.0,15000.0,1.0,31.8,,0.0,0.0,0.0
634,2013-11-07,5.0,22.3,7.69,5.25,821.0,15.0,224.05,47.5,158.46,0.68,7.72,0.581,1.97,3.65,85.81,0.84,33.6,78.85,9.39,2.91,26.0,561.0,7.0,0.64,0.8623,0.0028,0.0059,0.00483,0.491,,0.296,0.101,0.00053,,0.0054,84.8,0.044,1100000.0,1100000.0,0.0,25.7,,0.0,0.0,0.0
635,2013-11-07,6.0,23.1,8.14,7.46,780.0,11.0,251.71,50.6,165.62,0.71,2.98,0.525,3.24,5.33,89.92,0.31,3.65,40.45,9.39,1.99,94.0,561.0,7.0,0.84,0.2465,0.0037,0.0057,0.00483,0.134,,0.171,0.178,0.00053,,0.0537,88.7,0.131,150000.0,75000.0,0.0,27.6,,0.0,0.0,0.0
636,2013-11-07,7.0,23.7,7.54,6.09,516.0,30.0,155.36,30.88,87.07,0.6,1.47,0.378,6.43,10.26,62.92,0.46,39.36,141.99,9.39,2.03,94.0,350.0,1.0,8.21,0.6781,0.003,0.0079,0.00124,0.054,,1.001,0.155,0.00053,,0.0156,47.1,0.12,460000.0,20000.0,0.0,31.2,,0.0,0.0,0.0
637,2013-11-07,8.0,23.2,7.74,4.74,888.0,30.0,263.69,59.61,136.21,0.85,1.7,0.554,9.21,10.43,93.92,5.3,26.82,143.49,9.39,3.24,75.0,575.0,0.4,0.24,0.6644,0.0036,0.005,0.00483,0.491,,0.829,0.157,0.00053,,0.0074,92.2,0.154,150000.0,75000.0,0.0,24.0,,0.0,0.0,0.0
638,2013-11-07,9.0,27.7,7.37,4.78,461.0,5.3,184.4,32.23,112.02,0.78,0.13,0.89,3.53,5.45,55.03,0.68,4.03,43.52,9.39,1.57,94.0,392.0,7.0,5.62,0.0707,0.0029,0.0079,0.0019,0.491,,0.196,0.198,0.00053,,0.0046,50.08,0.06,46000.0,15000.0,0.0,31.8,,0.0,0.0,0.0
639,2013-11-07,10.0,28.6,7.77,5.06,460.0,2.3,157.66,25.08,97.71,0.79,0.18,0.89,0.87,2.26,43.07,0.19,1.38,30.72,9.39,0.9,94.0,333.0,7.0,6.02,0.0324,0.0042,0.0079,0.00056,0.491,,1.216,0.368,0.00053,,0.0046,39.4,0.023,9300.0,9300.0,0.0,30.6,,0.0,0.0,0.0
640,2013-11-07,11.0,24.6,7.86,1.64,1152.0,22.0,431.96,52.18,203.73,0.98,7.72,0.89,25.33,32.51,72.15,1.93,43.2,206.63,9.39,5.98,82.0,633.0,7.0,1.63,0.1076,0.0042,0.0069,0.00089,0.491,,0.227,0.368,0.00053,,0.0038,106.3,0.071,210000.0,150000.0,1.0,29.1,,0.0,0.0,0.0
641,2013-11-07,12.0,26.7,7.82,3.2,1468.0,21.0,383.55,109.68,229.27,1.0,4.4,0.89,8.35,11.71,141.08,1.57,21.3,68.1,9.39,3.27,48.0,926.0,0.6,0.44,0.2927,0.003,0.0077,0.00099,0.116,,0.876,0.368,0.00053,,0.0207,162.9,0.147,93000.0,43000.0,1.0,32.1,,0.0,0.0,0.0
642,2013-11-07,13.0,22.3,7.32,2.52,297.0,39.0,120.78,10.67,102.74,1.0,2.11,0.177,0.87,2.72,14.37,0.19,3.25,34.82,9.39,0.51,31.0,239.0,7.0,8.21,0.3229,0.0042,0.0079,0.00053,0.491,,1.216,0.085,0.00053,,0.1403,10.1,0.056,240000.0,15000.0,1.0,29.3,,0.0,0.0,0.0
643,2013-12-17,1.0,20.8,3.0,0.0,0.0,1.0,9.75,5.56,2.08,0.27,0.1,0.022,0.5,0.5,2.95,0.19,1.26,25.0,8.37,0.37,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
644,2013-12-17,2.0,18.1,7.29,4.35,953.0,4.9,283.1,61.11,215.99,0.66,12.04,2.17,1.16,4.0,113.52,0.19,2.64,62.2,19.83,1.56,76.0,633.0,1.2,1.04,0.3543,0.0,0.008,0.00284,0.081,0.0,0.307,0.18,0.00089,0.0,0.0068,87.9,0.05,93000.0,93000.0,0.0,23.6,,0.0,633.0,5.16
645,2013-12-17,3.0,16.2,6.98,3.06,637.0,9.9,189.05,41.17,155.09,0.0,0.0,0.0,0.0,3.59,71.07,0.19,7.34,78.12,0.0,1.22,24.0,439.0,1.2,1.04,0.1241,0.0,0.0058,0.00284,0.081,0.0,0.263,0.097,0.00085,0.0,0.0068,50.2,0.107,930.0,430.0,1.0,24.3,,0.0,739.0,5.512
646,2013-12-17,4.0,19.8,7.54,4.27,1351.0,1.9,367.17,91.59,250.62,0.96,7.49,0.86,3.07,6.49,153.85,0.19,5.57,25.38,19.83,3.8,76.0,917.0,1.2,6.81,0.1242,0.0,0.008,0.00284,0.081,0.0,0.117,0.123,0.0009,0.0,0.0068,139.6,0.023,24000.0,24000.0,0.0,25.2,,0.0,562.01,7.982
647,2013-12-17,5.0,19.4,7.34,1.25,1218.0,6.3,367.65,91.64,224.74,0.95,7.4,0.418,4.46,10.08,162.24,0.22,10.7,41.3,10.73,3.92,12.0,915.0,1.2,2.63,0.303,0.0,0.008,0.00284,0.081,0.0,0.334,0.389,0.00098,0.0,0.0068,134.0,0.025,93000.0,93000.0,1.0,27.7,,0.0,927.0,17.9
648,2013-12-17,6.0,19.2,8.04,4.95,1161.0,17.0,344.85,88.89,217.89,0.99,12.04,0.25,0.64,4.52,155.8,0.38,8.19,35.83,19.83,3.82,27.0,894.0,1.2,0.64,0.3382,0.0,0.0067,0.00284,0.081,0.0,0.881,0.101,0.00108,0.0,0.0068,133.2,0.025,1100000.0,210000.0,1.0,27.3,,0.0,921.0,16.81
649,2013-12-17,7.0,21.5,7.39,0.0,1076.0,45.0,351.97,81.8,166.32,1.36,12.04,2.17,21.15,31.93,124.61,5.12,60.36,271.57,15.32,4.97,76.0,728.0,1.2,0.84,0.3735,0.0,0.0051,0.00274,0.081,0.0,0.518,0.14,0.00125,0.0,0.0068,111.4,0.107,150000.0,150000.0,1.0,29.6,,0.0,804.0,31.93
650,2013-12-17,8.0,20.9,7.52,2.46,962.0,25.0,310.17,67.18,163.47,1.46,0.11,0.082,16.58,22.78,114.18,0.94,23.34,169.04,19.83,3.72,61.0,638.0,0.2,6.81,0.3872,0.0,0.0066,0.00284,0.081,0.0,0.567,0.116,0.0012,0.0,0.0068,101.6,0.079,1100000.0,1100000.0,1.0,25.6,,0.0,699.0,22.97
651,2013-12-17,9.0,24.5,7.45,4.66,744.0,3.7,228.47,44.89,133.59,0.85,0.14,2.17,7.94,11.3,72.04,0.88,7.08,29.36,19.83,2.33,76.0,473.0,1.2,1.24,0.1446,0.0,0.008,0.00284,0.081,0.0,0.231,0.195,0.0008,0.0,0.0068,66.1,0.107,9300.0,9300.0,0.0,27.5,,0.0,306.1,7.859
652,2013-12-17,10.0,23.4,7.0,4.86,409.0,5.1,138.22,20.74,93.25,0.52,0.26,2.17,0.75,2.67,47.76,0.19,1.46,25.38,19.83,1.0,76.0,306.0,1.2,0.44,0.4019,0.0,0.008,0.00284,0.081,0.0,0.312,0.154,0.00078,0.0,0.0068,30.3,0.032,40.0,40.0,0.0,30.3,,0.0,488.1,7.418
653,2013-12-17,11.0,20.2,7.76,0.56,1334.0,70.0,560.02,61.9,256.14,0.92,0.11,2.17,34.6,39.7,55.8,9.76,80.25,220.46,19.83,6.94,15.0,818.0,1.2,6.81,0.186,0.0,0.0074,0.00284,0.081,0.0,0.231,0.429,0.001,0.0,0.0068,112.0,0.039,9300000.0,4300000.0,0.0,24.6,,0.0,407.1,26.552
654,2013-12-17,12.0,23.2,7.62,2.47,1371.0,7.8,399.0,82.38,252.91,0.93,8.87,2.17,4.81,9.22,133.27,0.27,5.87,79.62,19.83,4.34,13.0,911.0,1.2,6.81,0.3322,0.0,0.008,0.00284,0.081,0.0,0.253,0.281,0.00095,0.0,0.0068,135.7,0.025,240000.0,240000.0,0.0,27.2,,0.0,518.3,12.41
655,2013-12-17,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
